GEOID_Data,below_pov,above_pov,white_below_pov,white_above_pov,black_below_pov,black_above_pov,other_below_pov,other_above_pov,nhisp_white_below_pov,nhisp_white_above_pov,hisp_below_pov,hisp_above_pov,nhisp_below_pov,nhisp_above_pov
14000US17031081202,0.03480916030534351,0.9651908396946565,0.041184971098265896,0.9588150289017341,0.041184971098265896,0.9588150289017341,0.05042016806722689,0.9495798319327731,0.04181951577402788,0.9581804842259721,0.0,1.0,0.03609879670677644,0.9639012032932236
14000US17031063303,0.07711864406779662,0.9228813559322034,0.07543323139653414,0.9245667686034659,0.07543323139653414,0.9245667686034659,0.07289002557544758,0.9271099744245525,0.0779768177028451,0.9220231822971549,0.0,1.0,0.07926829268292683,0.9207317073170732
14000US17031220901,0.07839127471029311,0.9216087252897068,0.07413793103448275,0.9258620689655173,0.07413793103448275,0.9258620689655173,0.05128205128205128,0.9487179487179487,0.01386481802426343,0.9861351819757366,0.1059255374934452,0.8940744625065548,0.027263875365141188,0.9727361246348588
14000US17031210602,0.07315891472868218,0.9268410852713178,0.045087196937473414,0.9549128030625266,0.045087196937473414,0.9549128030625266,-0.156794425087108,1.156794425087108,0.027138157894736843,0.9728618421052632,0.10616578195181707,0.893834218048183,0.02501488981536629,0.9749851101846337
14000US17031220602,0.15962856511165155,0.8403714348883484,0.0571334214002642,0.9428665785997358,0.0571334214002642,0.9428665785997358,-0.24527071102413567,1.2452707110241357,0.05105105105105105,0.948948948948949,0.19438877755511022,0.8056112224448898,0.1497872340425532,0.8502127659574468
14000US17031220601,0.07296416938110749,0.9270358306188925,0.07815275310834814,0.9218472468916519,0.07815275310834814,0.9218472468916519,0.08926080892608089,0.9107391910739191,0.004689331770222743,0.9953106682297772,0.17573221757322174,0.8242677824267782,0.026490066225165563,0.9735099337748344
14000US17031040401,0.024212368728121353,0.9757876312718786,0.02989771833202203,0.970102281667978,0.02989771833202203,0.970102281667978,0.041666666666666664,0.9583333333333334,0.03709126403123475,0.9629087359687653,0.0,1.0,0.030923994038748136,0.9690760059612519
14000US17031252202,0.31413612565445026,0.6858638743455497,0.6944444444444444,0.3055555555555556,0.6944444444444444,0.3055555555555556,0.3083138422283649,0.6916861577716351,0.6944444444444444,0.3055555555555556,0.4142857142857143,0.5857142857142857,0.3126461211477152,0.6873538788522848
14000US17031252102,0.15787914691943128,0.8421208530805687,0.1875,0.8125,0.1875,0.8125,0.15625,0.84375,0.0,1.0,0.29284750337381915,0.7071524966261808,0.1412410580602229,0.8587589419397771
14000US17031836300,0.3329432416617905,0.6670567583382094,0.34859675036927623,0.6514032496307238,0.34859675036927623,0.6514032496307238,0.27323943661971833,0.7267605633802817,0.33890577507598785,0.6610942249240122,0.7272727272727273,0.2727272727272727,0.3278008298755187,0.6721991701244814
14000US17031834500,0.4078762306610408,0.5921237693389592,1.0,0.0,1.0,0.0,0.3977110157367668,0.6022889842632332,1.0,0.0,,,0.4078762306610408,0.5921237693389592
14000US17031836000,0.19319826338639653,0.8068017366136034,0.0,1.0,0.0,1.0,0.20941176470588235,0.7905882352941176,0.0,1.0,0.0,1.0,0.1937590711175617,0.8062409288824384
14000US17031836200,0.13114754098360656,0.8688524590163934,0.125,0.875,0.125,0.875,-0.0,1.0,0.13157894736842105,0.868421052631579,0.0,1.0,0.13745704467353953,0.8625429553264605
14000US17031834400,0.15797280593325091,0.8420271940667491,0.10175438596491228,0.8982456140350877,0.10175438596491228,0.8982456140350877,0.16719424460431653,0.8328057553956835,0.11740890688259109,0.8825910931174089,0.0,1.0,0.1594709258797105,0.8405290741202895
14000US17031834300,0.1932629618131015,0.8067370381868985,0.15789473684210525,0.8421052631578947,0.15789473684210525,0.8421052631578947,0.19347282948157402,0.8065271705184259,0.15789473684210525,0.8421052631578947,1.0,0.0,0.1878418502891077,0.8121581497108923
14000US17031070101,0.12432165762210162,0.8756783423778983,0.13323615160349855,0.8667638483965014,0.13323615160349855,0.8667638483965014,0.14611546685673557,0.8538845331432644,0.13810818978543365,0.8618918102145663,0.0,1.0,0.13468733297701763,0.8653126670229824
14000US17031110501,0.07483666600673133,0.9251633339932687,0.0798906439854192,0.9201093560145808,0.0798906439854192,0.9201093560145808,0.09654272667971298,0.903457273320287,0.1060483870967742,0.8939516129032258,0.07855191256830601,0.921448087431694,0.07332032339001951,0.9266796766099805
14000US17031030104,0.30384167636786963,0.6961583236321304,0.3741496598639456,0.6258503401360545,0.3741496598639456,0.6258503401360545,0.7294117647058823,0.27058823529411763,0.3242392444910808,0.6757607555089192,0.4048582995951417,0.5951417004048583,0.2868796736913664,0.7131203263086335
14000US17031081401,0.09264305177111716,0.9073569482288828,0.08540278619018776,0.9145972138098122,0.08540278619018776,0.9145972138098122,0.07090909090909091,0.9290909090909091,0.08730650154798762,0.9126934984520124,0.05759162303664921,0.9424083769633508,0.09597215315763302,0.904027846842367
14000US17031430102,0.23847862298722933,0.7615213770127707,0.18947368421052632,0.8105263157894737,0.18947368421052632,0.8105263157894737,0.24120750293083235,0.7587924970691676,0.20987654320987653,0.7901234567901234,0.021739130434782608,0.9782608695652174,0.24128233970753657,0.7587176602924635
14000US17031770902,0.05044593088071349,0.9495540691192865,0.042708003796267005,0.957291996203733,0.042708003796267005,0.957291996203733,0.032553035844915874,0.9674469641550841,0.04395962227287528,0.9560403777271247,0.05714285714285714,0.9428571428571428,0.05010254907705831,0.9498974509229416
14000US17031430101,0.3326860841423948,0.6673139158576051,0.0,1.0,0.0,1.0,0.3422103861517976,0.6577896138482024,0.0,1.0,1.0,0.0,0.31789612967251074,0.6821038703274892
14000US17031252101,0.3570336391437309,0.6429663608562691,0.43478260869565216,0.5652173913043478,0.43478260869565216,0.5652173913043478,0.3541996830427892,0.6458003169572107,0.625,0.375,0.0,1.0,0.3680063041765169,0.6319936958234831
14000US17031010501,0.10258939580764488,0.8974106041923551,0.09569762766385204,0.904302372336148,0.09569762766385204,0.904302372336148,0.06528835690968444,0.9347116430903155,0.09762100082034454,0.9023789991796555,0.2949061662198391,0.7050938337801609,0.08310700706137969,0.9168929929386204
14000US17031020701,0.1087962962962963,0.8912037037037037,0.10295291300877893,0.897047086991221,0.10295291300877893,0.897047086991221,0.08997429305912596,0.910025706940874,0.1111111111111111,0.8888888888888888,0.102880658436214,0.897119341563786,0.10976430976430976,0.8902356902356903
14000US17031010201,0.3527193089183599,0.6472806910816401,0.24285714285714285,0.7571428571428571,0.24285714285714285,0.7571428571428571,0.5543290789927561,0.44567092100724387,0.2815065185900531,0.7184934814099468,0.14606741573033707,0.8539325842696629,0.42125729099157483,0.5787427090084252
14000US17031040900,0.05066079295154185,0.9493392070484582,0.048163756773028296,0.9518362432269717,0.048163756773028296,0.9518362432269717,0.0451527224435591,0.9548472775564409,0.04502219403931516,0.9549778059606848,0.07894736842105263,0.9210526315789473,0.04876615746180964,0.9512338425381903
14000US17031050200,0.03837700760777684,0.9616229923922232,0.040803247169408245,0.9591967528305918,0.040803247169408245,0.9591967528305918,0.044966637655932694,0.9550333623440673,0.04474115717966737,0.9552588428203326,0.02038369304556355,0.9796163069544365,0.041330446762448333,0.9586695532375517
14000US17031071700,0.07800982800982802,0.921990171990172,0.02241793434747798,0.977582065652522,0.02241793434747798,0.977582065652522,-0.08160919540229886,1.0816091954022988,0.023450586264656615,0.9765494137353434,0.017857142857142856,0.9821428571428571,0.08015267175572519,0.9198473282442748
14000US17031031800,0.1352560914967678,0.8647439085032322,0.09554140127388536,0.9044585987261147,0.09554140127388536,0.9044585987261147,-0.06387225548902195,1.0638722554890219,0.09507042253521127,0.9049295774647887,0.1443661971830986,0.8556338028169014,0.1337579617834395,0.8662420382165605
14000US17031031700,0.13748399487836108,0.862516005121639,0.11262429744920018,0.8873757025507998,0.11262429744920018,0.8873757025507998,0.06091877496671105,0.939081225033289,0.10591689250225836,0.8940831074977417,0.178,0.822,0.13395963813500347,0.8660403618649966
14000US17031610400,0.20399579390115669,0.7960042060988434,0.13607990012484394,0.8639200998751561,0.13607990012484394,0.8639200998751561,0.5666666666666667,0.43333333333333335,0.5303030303030303,0.4696969696969697,0.1947049089906233,0.8052950910093767,0.39325842696629215,0.6067415730337079
14000US17031050600,0.044789762340036565,0.9552102376599635,0.05054151624548736,0.9494584837545126,0.05054151624548736,0.9494584837545126,0.05798816568047337,0.9420118343195266,0.05249062667380825,0.9475093733261918,0.0,1.0,0.04837117472852912,0.9516288252714709
14000US17031050500,0.019971212666426773,0.9800287873335732,0.018083961248654468,0.9819160387513456,0.018083961248654468,0.9819160387513456,0.01527331189710611,0.9847266881028939,0.0187207488299532,0.9812792511700468,0.0,1.0,0.02125215393452039,0.9787478460654796
14000US17031071600,0.06348400203148806,0.9365159979685119,0.04939835338822039,0.9506016466117796,0.04939835338822039,0.9506016466117796,0.02607232968881413,0.9739276703111859,0.04193971166448231,0.9580602883355177,0.3902439024390244,0.6097560975609756,0.0492845786963434,0.9507154213036566
14000US17031671400,0.4388888888888889,0.5611111111111111,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.41882556131260795,0.581174438687392,,,0.476027397260274,0.523972602739726,0.42768595041322316,0.5723140495867769
14000US17031062300,0.05064063453325198,0.949359365466748,0.06207928197456993,0.9379207180254301,0.06207928197456993,0.9379207180254301,0.08019323671497584,0.9198067632850242,0.053738317757009345,0.9462616822429907,0.1346153846153846,0.8653846153846154,0.04495114006514658,0.9550488599348534
14000US17031630400,0.16264667535853977,0.8373533246414603,0.19703754736479503,0.8029624526352049,0.19703754736479503,0.8029624526352049,-0.44242424242424244,1.4424242424242424,0.36792452830188677,0.6320754716981132,0.14542004485078489,0.8545799551492151,0.45722713864306785,0.5427728613569321
14000US17031010100,0.26740256814597885,0.7325974318540212,0.13195876288659794,0.8680412371134021,0.13195876288659794,0.8680412371134021,1.2075134168157424,-0.2075134168157424,0.10979060554612337,0.8902093944538766,0.08093994778067885,0.9190600522193212,0.3062891369452763,0.6937108630547236
14000US17031680600,0.34909456740442657,0.6509054325955734,0.0,1.0,0.0,1.0,0.35408163265306125,0.6459183673469387,0.0,1.0,,,0.34909456740442657,0.6509054325955734
14000US17031030500,0.06722947045280123,0.9327705295471987,0.0600779167521017,0.9399220832478983,0.0600779167521017,0.9399220832478983,0.04569311515899969,0.9543068848410003,0.06315266036797614,0.9368473396320238,0.02899628252788104,0.971003717472119,0.07717601547388782,0.9228239845261121
14000US17031020500,0.2924096575666719,0.7075903424333281,0.21912350597609562,0.7808764940239044,0.21912350597609562,0.7808764940239044,0.4192158552348126,0.5807841447651875,0.27657572906867356,0.7234242709313264,0.21127673363577446,0.7887232663642255,0.31852315394242803,0.681476846057572
14000US17031150200,0.15996283021372626,0.8400371697862737,0.09609949123798757,0.9039005087620124,0.09609949123798757,0.9039005087620124,-0.06004543979227524,1.0600454397922752,0.09306141584622597,0.906938584153774,0.2414113277623027,0.7585886722376973,0.12734709053727458,0.8726529094627254
14000US17031150300,0.044079750440797504,0.9559202495592025,0.030552694816340542,0.9694473051836594,0.030552694816340542,0.9694473051836594,0.007244683337228324,0.9927553166627717,0.037544821767559584,0.9624551782324404,0.007357102433503113,0.9926428975664969,0.05565465572600785,0.9443453442739922
14000US17031140800,0.11049180327868853,0.8895081967213114,0.1415929203539823,0.8584070796460177,0.1415929203539823,0.8584070796460177,0.22546419098143236,0.7745358090185677,0.04794317845516425,0.9520568215448357,0.2316742081447964,0.7683257918552037,0.0416452442159383,0.9583547557840617
14000US17031231200,0.34604293495674465,0.6539570650432553,0.08571428571428572,0.9142857142857143,0.08571428571428572,0.9142857142857143,0.40296759078484967,0.5970324092151503,0.2543859649122807,0.7456140350877193,0.2831412103746398,0.7168587896253602,0.36402966625463534,0.6359703337453646
14000US17031231100,0.26145755071374904,0.7385424492862509,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.26593233674272226,0.7340676632572777,0.16666666666666666,0.8333333333333334,0.19696969696969696,0.803030303030303,0.2957422324510932,0.7042577675489068
14000US17031242400,0.10838302350052613,0.8916169764994739,0.10914801727522576,0.8908519827247743,0.10914801727522576,0.8908519827247743,0.11012037449843959,0.8898796255015604,0.11530485275819162,0.8846951472418084,0.0,1.0,0.11744583808437856,0.8825541619156214
14000US17031242500,0.10341726618705036,0.8965827338129496,0.0874493927125506,0.9125506072874494,0.0874493927125506,0.9125506072874494,0.05423940149625935,0.9457605985037406,0.04668435013262599,0.953315649867374,0.185589519650655,0.8144104803493449,0.07231404958677685,0.9276859504132231
14000US17031120200,0.04339777869189634,0.9566022213081037,0.031837160751565764,0.9681628392484343,0.031837160751565764,0.9681628392484343,0.011777301927194861,0.9882226980728052,0.03387007218212104,0.966129927817879,0.0,1.0,0.047014260249554365,0.9529857397504456
14000US17031120300,0.03049625727751594,0.9695037427224841,0.03691103929239667,0.9630889607076033,0.03691103929239667,0.9630889607076033,0.04709507042253521,0.9529049295774648,0.021901909397229503,0.9780980906027705,0.13440860215053763,0.8655913978494624,0.01854714064914992,0.98145285935085
14000US17031120400,0.039575033200531205,0.9604249667994688,0.05631986242476354,0.9436801375752365,0.05631986242476354,0.9436801375752365,0.1273957158962796,0.8726042841037204,0.06053149606299212,0.9394685039370079,0.030878859857482184,0.9691211401425178,0.042080054738282587,0.9579199452617174
14000US17031231500,0.30144927536231886,0.6985507246376812,0.15492957746478872,0.8450704225352113,0.15492957746478872,0.8450704225352113,0.3171606569756466,0.6828393430243535,0.1415929203539823,0.8584070796460177,0.2756977535738598,0.7243022464261403,0.31005459508644223,0.6899454049135578
14000US17031071100,0.036057692307692304,0.9639423076923077,0.009373668512995313,0.9906263314870047,0.009373668512995313,0.9906263314870047,-0.03423120089786756,1.0342312008978676,0.01011029411764706,0.9898897058823529,0.0,1.0,0.040152963671128104,0.9598470363288719
14000US17031071000,0.09196261682242991,0.9080373831775701,0.09757101687937422,0.9024289831206258,0.09757101687937422,0.9024289831206258,0.10444342647732478,0.8955565735226753,0.09789343246592318,0.9021065675340768,0.0,1.0,0.09244644870349493,0.9075535512965051
