GEOID_Data,single_family,multi_family,units_other,white_single_family,white_multi_family,white_units_other,black_single_family,black_multi_family,black_units_other,other_single_family,other_multi_family,other_units_other,nhisp_white_single_family,nhisp_white_multi_family,nhisp_white_units_other,hisp_single_family,hisp_multi_family,hisp_units_other,nhisp_single_family,nhisp_multi_family,nhisp_units_other
14000US17031051000,0.3069306930693069,0.693069306930693,0.0,0.3344370860927152,0.6655629139072847,0.0,0.625,0.375,0.0,0.10526315789473684,0.8947368421052632,0.0,0.3514018691588785,0.6485981308411215,0.0,0.20618556701030927,0.7938144329896907,0.0,0.32295081967213113,0.6770491803278689,0.0
14000US17031051100,0.25630810092961487,0.7436918990703851,0.0,0.32978723404255317,0.6702127659574468,0.0,,,,0.037037037037037035,0.9629629629629629,0.0,0.3549618320610687,0.6450381679389313,0.0,0.0,1.0,0.0,0.32166666666666666,0.6783333333333333,0.0
14000US17031051200,0.28548123980424145,0.7145187601957586,0.0,0.26497277676951,0.73502722323049,0.0,0.0,1.0,0.0,0.5272727272727272,0.4727272727272727,0.0,0.26394052044609667,0.7360594795539034,0.0,0.5172413793103449,0.4827586206896552,0.0,0.273972602739726,0.726027397260274,0.0
14000US17031170900,0.5924242424242424,0.4075757575757576,0.0,0.6177105831533477,0.38228941684665224,0.0,,,,0.5329949238578681,0.467005076142132,0.0,0.7027777777777777,0.2972222222222222,0.0,0.45454545454545453,0.5454545454545454,0.0,0.7052341597796143,0.29476584022038566,0.0
14000US17031171000,0.6741038771031456,0.32077542062911485,0.005120702267739576,0.720873786407767,0.27233009708737865,0.006796116504854369,0.40772532188841204,0.592274678111588,0.0,0.5963718820861678,0.4036281179138322,0.0,0.6997319034852547,0.2927613941018767,0.007506702412868633,0.6353790613718412,0.36462093862815886,0.0,0.6839449541284404,0.30963302752293576,0.006422018348623854
14000US17031171100,0.7924388435878429,0.20756115641215717,0.0,0.7264150943396226,0.27358490566037735,0.0,0.36666666666666664,0.6333333333333333,0.0,1.0,0.0,0.0,0.6803977272727273,0.3196022727272727,0.0,0.9296875,0.0703125,0.0,0.7084826762246117,0.2915173237753883,0.0
14000US17031180100,0.705961452263559,0.29403854773644106,0.0,0.6987096774193549,0.30129032258064514,0.0,1.0,0.0,0.0,0.7065217391304348,0.29347826086956524,0.0,0.6985726280436608,0.30142737195633923,0.0,0.7132429614181439,0.2867570385818561,0.0,0.7004716981132075,0.29952830188679247,0.0
14000US17031190100,0.21299638989169675,0.7870036101083032,0.0,0.15902964959568733,0.8409703504043127,0.0,0.0,1.0,0.0,0.28502415458937197,0.714975845410628,0.0,0.2857142857142857,0.7142857142857143,0.0,0.20224719101123595,0.797752808988764,0.0,0.24519230769230768,0.7548076923076923,0.0
14000US17031222200,0.3621031746031746,0.6378968253968254,0.0,0.34093376764386535,0.6590662323561346,0.0,0.0,1.0,0.0,0.6219512195121951,0.3780487804878049,0.0,0.3488888888888889,0.6511111111111111,0.0,0.0,1.0,0.0,0.37474332648870634,0.6252566735112937,0.0
14000US17031222500,0.34458259325044405,0.655417406749556,0.0,0.35,0.65,0.0,0.0,1.0,0.0,0.38028169014084506,0.6197183098591549,0.0,0.35842293906810035,0.6415770609318996,0.0,0.3524229074889868,0.6475770925110133,0.0,0.3392857142857143,0.6607142857142857,0.0
