GEOID_Data,mgt,svc,sls,con,prod,white_mgt,white_svc,white_sls,white_con,white_prod,black_mgt,black_svc,black_sls,black_con,black_prod,other_mgt,other_svc,other_sls,other_con,other_prod,nhisp_white_mgt,nhisp_white_svc,nhisp_white_sls,nhisp_white_con,nhisp_white_prod,hisp_mgt,hisp_svc,hisp_sls,hisp_con,hisp_prod,nhisp_mgt,nhisp_svc,nhisp_sls,nhisp_con,nhisp_prod
14000US17031221000,0.45795523290986084,0.18935269207501512,0.191167574107683,0.08408953418027829,0.07743496672716274,0.4631956912028725,0.1355475763016158,0.22800718132854578,0.09066427289048475,0.08258527827648116,0.4057971014492754,0.36231884057971014,0.14492753623188406,0.08695652173913043,0.0,0.4613466334164589,0.2793017456359102,0.10473815461346633,0.06483790523690773,0.08977556109725686,0.6744505494505495,0.11263736263736264,0.11263736263736264,0.059065934065934064,0.04120879120879121,0.22451790633608815,0.2493112947658402,0.2878787878787879,0.11570247933884298,0.12258953168044077,0.6407766990291263,0.1423948220064725,0.11542610571736785,0.0593311758360302,0.042071197411003236
14000US17031221100,0.6238632229901783,0.14732630047289924,0.15169152419061477,0.018552200800291015,0.05856675154601673,0.6822529224229543,0.10520722635494155,0.1301806588735388,0.01487778958554729,0.06748140276301806,0.6075949367088608,0.17088607594936708,0.22151898734177214,0.0,0.0,0.47249647390691113,0.2538787023977433,0.19322990126939352,0.03244005641748942,0.047954866008462625,0.776843467011643,0.07697283311772316,0.13001293661060803,0.00646830530401035,0.009702457956015523,0.24874791318864775,0.32220367278797996,0.13689482470784642,0.06844741235392321,0.22370617696160267,0.7283720930232558,0.0986046511627907,0.1558139534883721,0.004651162790697674,0.012558139534883722
14000US17031242800,0.6004056795131846,0.1359026369168357,0.13184584178498987,0.056795131845841784,0.07505070993914807,0.6319824753559693,0.12705366922234393,0.12376779846659365,0.04928806133625411,0.06790799561883899,0.0,0.5,0.0,0.0,0.5,0.2459016393442623,0.19672131147540983,0.2786885245901639,0.18032786885245902,0.09836065573770492,0.6983311938382541,0.0834403080872914,0.13222079589216945,0.006418485237483954,0.07958921694480103,0.18333333333333332,0.35,0.15,0.2833333333333333,0.03333333333333333,0.6935483870967742,0.0880893300248139,0.12779156327543426,0.00620347394540943,0.08436724565756824
14000US17031242900,0.6931549960660897,0.1022816679779701,0.13217938630999213,0.03776553894571204,0.03461841070023604,0.7088465845464725,0.07054871220604703,0.13101903695408734,0.05375139977603583,0.03583426651735722,1.0,0.0,0.0,0.0,0.0,0.5819935691318328,0.21543408360128619,0.1639871382636656,0.0,0.03858520900321544,0.7467144563918757,0.03942652329749104,0.11827956989247312,0.05734767025089606,0.038231780167264036,0.4050632911392405,0.32489451476793246,0.21940928270042195,0.0,0.05063291139240506,0.7591876208897486,0.05125725338491296,0.11218568665377177,0.04642166344294004,0.030947775628626693
14000US17031243000,0.6399730820995962,0.12314939434724091,0.17967698519515476,0.034320323014804845,0.02288021534320323,0.6721915285451197,0.1132596685082873,0.18047882136279927,0.017495395948434623,0.016574585635359115,0.0,0.5555555555555556,0.0,0.0,0.4444444444444444,0.5785340314136126,0.13089005235602094,0.18586387434554974,0.08376963350785341,0.020942408376963352,0.7012487992315082,0.0989433237271854,0.1642651296829971,0.01825168107588857,0.01729106628242075,0.39226519337016574,0.26519337016574585,0.2154696132596685,0.1270718232044199,0.0,0.6743295019157088,0.10344827586206896,0.17471264367816092,0.021455938697318006,0.026053639846743294
14000US17031243100,0.6428089128966914,0.06279540850776502,0.17083051991897366,0.03241053342336259,0.09115462525320729,0.5879396984924623,0.09346733668341708,0.22814070351758794,0.04824120603015075,0.04221105527638191,1.0,0.0,0.0,0.0,0.0,0.7457264957264957,0.0,0.05555555555555555,0.0,0.1987179487179487,0.675224646983312,0.09114249037227215,0.1797175866495507,0.029525032092426188,0.024390243902439025,0.5484429065743944,0.03806228373702422,0.1695501730103806,0.04325259515570934,0.20069204152249134,0.7032115171650055,0.07862679955703211,0.1716500553709856,0.02547065337763012,0.021040974529346623
14000US17031243200,0.5670731707317073,0.07195121951219512,0.3207317073170732,0.02804878048780488,0.012195121951219513,0.5159781761496492,0.07638347622759158,0.37178487918939984,0.024162120031176928,0.011691348402182385,0.9090909090909091,0.0,0.09090909090909091,0.0,0.0,0.6448598130841121,0.09345794392523364,0.16822429906542055,0.07009345794392523,0.02336448598130841,0.5448658649398704,0.056429232192414434,0.3811285846438483,0.0037002775208140612,0.013876040703052728,0.41544117647058826,0.17279411764705882,0.27205882352941174,0.1213235294117647,0.01838235294117647,0.5972222222222222,0.051900584795321635,0.3304093567251462,0.009502923976608187,0.010964912280701754
14000US17031243300,0.6546162402669633,0.12569521690767518,0.18242491657397109,0.0,0.03726362625139043,0.6756569847856155,0.08852005532503458,0.18948824343015214,0.0,0.04633471645919779,0.8409090909090909,0.0,0.1590909090909091,0.0,0.0,0.4772727272727273,0.3712121212121212,0.15151515151515152,0.0,0.0,0.6990144048521607,0.07354056103108415,0.20773313115996966,0.0,0.019711902956785442,0.38831615120274915,0.3848797250859107,0.0859106529209622,0.0,0.140893470790378,0.7060384870603849,0.0756469807564698,0.20106171201061712,0.0,0.017252820172528202
14000US17031243400,0.6502808988764045,0.13576779026217228,0.16807116104868913,0.009363295880149813,0.03651685393258427,0.6819338422391857,0.0846055979643766,0.20419847328244276,0.01272264631043257,0.01653944020356234,0.6623376623376623,0.33766233766233766,0.0,0.0,0.0,0.5462012320328542,0.26899383983572894,0.07802874743326489,0.0,0.10677618069815195,0.7333333333333333,0.060805860805860805,0.1912087912087912,0.014652014652014652,0.0,0.25806451612903225,0.3827956989247312,0.1913978494623656,0.0,0.16774193548387098,0.7594254937163375,0.06702573309395571,0.1615798922800718,0.011968880909634948,0.0
14000US17031071400,0.7715019255455713,0.03080872913992298,0.1797175866495507,0.0,0.01797175866495507,0.7781569965870307,0.03375047402351156,0.16685627607129314,0.0,0.02123625331816458,1.0,0.0,0.0,0.0,0.0,0.687192118226601,0.017241379310344827,0.2955665024630542,0.0,0.0,0.7796808096535617,0.03464383028415726,0.16387699493966523,0.0,0.021798365122615803,0.8855421686746988,0.0,0.1144578313253012,0.0,0.0,0.7650847457627119,0.03254237288135593,0.18338983050847457,0.0,0.018983050847457626
14000US17031110400,0.43399921660791224,0.18331374853113983,0.2028985507246377,0.09322365844104974,0.08656482569526047,0.42937219730941706,0.1889013452914798,0.21468609865470853,0.10369955156950672,0.0633408071748879,1.0,0.0,0.0,0.0,0.0,0.4102209944751381,0.18093922651933703,0.18646408839779005,0.07320441988950276,0.14917127071823205,0.4453316953316953,0.1941031941031941,0.19164619164619165,0.11363636363636363,0.05528255528255528,0.31985940246045697,0.1634446397188049,0.2688927943760984,0.09314586994727592,0.1546572934973638,0.46673387096774194,0.18901209677419356,0.18397177419354838,0.09324596774193548,0.06703629032258064
14000US17031150600,0.3617986798679868,0.1604785478547855,0.28424092409240925,0.08374587458745875,0.10973597359735973,0.3916376306620209,0.11289198606271778,0.29895470383275263,0.0843205574912892,0.11219512195121951,0.0,0.5238095238095238,0.47619047619047616,0.0,0.0,0.3326293558606125,0.21647307286166842,0.25343189017951423,0.08658922914466737,0.11087645195353749,0.39033124440465533,0.12533572068039392,0.279319606087735,0.09131602506714413,0.11369740376007162,0.3191287878787879,0.20738636363636365,0.3314393939393939,0.04261363636363636,0.09943181818181818,0.39473684210526316,0.12426900584795321,0.24780701754385964,0.1154970760233918,0.11769005847953216
14000US17031150700,0.30157121135326914,0.2513938165230613,0.14951849974657883,0.0902179422199696,0.20729853015712113,0.27201704545454547,0.25355113636363635,0.14701704545454544,0.07599431818181818,0.25142045454545453,0.543859649122807,0.45614035087719296,0.0,0.0,0.0,0.3562992125984252,0.22244094488188976,0.1732283464566929,0.13976377952755906,0.10826771653543307,0.3559693318729463,0.2552026286966046,0.08543263964950712,0.08652792990142388,0.21686746987951808,0.2096969696969697,0.2727272727272727,0.18666666666666668,0.0993939393939394,0.2315151515151515,0.367595818815331,0.23606271777003485,0.12282229965156795,0.08362369337979095,0.18989547038327526
14000US17031150800,0.32605820105820105,0.23445767195767195,0.1722883597883598,0.06712962962962964,0.20006613756613756,0.38092518560822386,0.14163335237007424,0.2609937178754997,0.04054825813820674,0.17589948600799543,0.35714285714285715,0.25892857142857145,0.0,0.0,0.38392857142857145,0.24031007751937986,0.37209302325581395,0.05512489233419466,0.11369509043927649,0.21877691645133507,0.49177330895795246,0.14990859232175502,0.19744058500914077,0.054844606946983544,0.10603290676416818,0.18376623376623377,0.2694805194805195,0.17467532467532468,0.09285714285714286,0.2792207792207792,0.47371967654986524,0.19811320754716982,0.16981132075471697,0.04043126684636118,0.1179245283018868
14000US17031710300,0.26308139534883723,0.2194767441860465,0.3183139534883721,0.046511627906976744,0.15261627906976744,,,,,,0.2629815745393635,0.2529313232830821,0.32160804020100503,0.020100502512562814,0.1423785594639866,0.26373626373626374,0.0,0.2967032967032967,0.21978021978021978,0.21978021978021978,,,,,,0.1568627450980392,0.0,0.27450980392156865,0.39215686274509803,0.17647058823529413,0.271585557299843,0.2370486656200942,0.3218210361067504,0.018838304552590265,0.15070643642072212
14000US17031831100,0.45070098827855665,0.1457136290507929,0.19489772466099747,0.05722822339692025,0.1514594346127327,0.50701871657754,0.125,0.1587566844919786,0.04512032085561497,0.1641042780748663,0.0,0.0,0.0,0.0,1.0,0.33109619686800895,0.19388516032811334,0.27815063385533184,0.08501118568232663,0.11185682326621924,0.6162113748320645,0.12673533363188536,0.16032243618450515,0.0,0.096730855351545,0.24301075268817204,0.18870967741935485,0.20913978494623656,0.12096774193548387,0.23817204301075268,0.6057808109193095,0.11360899237254114,0.18426334805299077,0.009634684865515858,0.08671216378964271
14000US17031831500,0.27312992125984253,0.1953740157480315,0.18257874015748032,0.08562992125984252,0.2632874015748031,0.29598145285935085,0.2241112828438949,0.18624420401854713,0.07341576506955177,0.22024729520865532,0.24806201550387597,0.3062015503875969,0.18604651162790697,0.0,0.2596899224806202,0.225,0.058333333333333334,0.17083333333333334,0.16458333333333333,0.38125,0.41168289290681503,0.24200278164116829,0.13351877607788595,0.1168289290681502,0.09596662030598054,0.17764471057884232,0.1437125748502994,0.21756487025948104,0.08083832335329341,0.38023952095808383,0.36601941747572814,0.24563106796116504,0.14854368932038836,0.09029126213592233,0.14951456310679612
14000US17031831600,0.2393109812365426,0.22208551215010766,0.20393725007689942,0.12027068594278684,0.2143955705936635,0.24983210208193418,0.2907991940899933,0.1699126930826058,0.13834788448623236,0.1511081262592344,0.33687002652519893,0.23342175066312998,0.38992042440318303,0.0,0.03978779840848806,0.20144404332129964,0.14512635379061373,0.18989169675090253,0.13357400722021662,0.32996389891696754,0.33959537572254334,0.20664739884393063,0.1907514450867052,0.18497109826589594,0.07803468208092486,0.17635169277412835,0.22839818089944416,0.18797372410308236,0.12379989893885801,0.2834765032844871,0.33726415094339623,0.21226415094339623,0.22877358490566038,0.11477987421383648,0.1069182389937107
14000US17031831200,0.15864378401004606,0.2147341984093763,0.12473838426119715,0.06362494767685224,0.43825868564252823,0.12677725118483413,0.18009478672985782,0.17417061611374407,0.04976303317535545,0.46919431279620855,0.3900414937759336,0.12863070539419086,0.24481327800829875,0.0,0.23651452282157676,0.13650306748466257,0.25306748466257667,0.0705521472392638,0.0843558282208589,0.455521472392638,0.5202312138728323,0.21965317919075145,0.10982658959537572,0.0,0.15028901734104047,0.10046367851622875,0.18134981968057703,0.1287995878413189,0.0783101494075219,0.5110767645543535,0.4107142857142857,0.359375,0.10714285714285714,0.0,0.12276785714285714
14000US17031831000,0.7877204441541477,0.047028086218158065,0.12932723709993468,0.011757021554539516,0.024167210973220117,0.7923850574712644,0.04597701149425287,0.1221264367816092,0.01293103448275862,0.02658045977011494,0.0,0.0,1.0,0.0,0.0,0.7984496124031008,0.06201550387596899,0.13953488372093023,0.0,0.0,0.8143939393939394,0.030303030303030304,0.11363636363636363,0.013636363636363636,0.02803030303030303,0.39215686274509803,0.23529411764705882,0.37254901960784315,0.0,0.0,0.8159552134359692,0.03358992302309307,0.11196641007697691,0.012596221133659902,0.02589223233030091
14000US17031843000,0.09410288582183186,0.4015056461731493,0.27854454203262236,0.02258469259723965,0.20326223337515684,0.16279069767441862,0.0,0.4186046511627907,0.4186046511627907,0.0,0.09115281501340483,0.4289544235924933,0.26273458445040215,0.0,0.21715817694369974,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.1794871794871795,0.38461538461538464,0.20512820512820512,0.0,0.23076923076923078,0.08970976253298153,0.4023746701846966,0.28232189973614774,0.023746701846965697,0.20184696569920843
14000US17031843100,0.4071550255536627,0.17035775127768313,0.12776831345826234,0.049403747870528106,0.2453151618398637,0.8055555555555556,0.07407407407407407,0.12037037037037036,0.0,0.0,0.3271276595744681,0.15425531914893617,0.16489361702127658,0.031914893617021274,0.32180851063829785,0.2815533980582524,0.3300970873786408,0.0,0.1650485436893204,0.22330097087378642,0.7857142857142857,0.08163265306122448,0.1326530612244898,0.0,0.0,0.36792452830188677,0.32075471698113206,0.0,0.16037735849056603,0.1509433962264151,0.4158004158004158,0.13721413721413722,0.15592515592515593,0.02494802494802495,0.2661122661122661
14000US17031842900,0.3269076305220884,0.28674698795180725,0.0963855421686747,0.10361445783132531,0.18634538152610441,0.125,0.12234042553191489,0.2526595744680851,0.34308510638297873,0.15691489361702127,0.4295652173913043,0.22608695652173913,0.043478260869565216,0.0,0.3008695652173913,0.3843537414965986,0.6156462585034014,0.0,0.0,0.0,0.125,0.12234042553191489,0.2526595744680851,0.34308510638297873,0.15691489361702127,0.12612612612612611,0.8738738738738738,0.0,0.0,0.0,0.34656084656084657,0.2292768959435626,0.10582010582010581,0.11375661375661375,0.20458553791887124
14000US17031843500,0.13411078717201166,0.22740524781341107,0.33527696793002915,0.10787172011661808,0.19533527696793002,0.13636363636363635,0.11818181818181818,0.5545454545454546,0.0,0.19090909090909092,,,,,,0.13304721030042918,0.27896995708154504,0.2317596566523605,0.15879828326180256,0.19742489270386265,,,,,,0.13411078717201166,0.22740524781341107,0.33527696793002915,0.10787172011661808,0.19533527696793002,,,,,
14000US17031842000,0.5333333333333333,0.1976608187134503,0.2046783625730994,0.014035087719298246,0.050292397660818715,0.45042492917847027,0.2747875354107649,0.23796033994334279,0.0339943342776204,0.0028328611898017,0.5950704225352113,0.12323943661971831,0.23591549295774647,0.0,0.045774647887323945,0.5871559633027523,0.16972477064220184,0.11009174311926606,0.0,0.13302752293577982,0.459546925566343,0.2815533980582524,0.2168284789644013,0.038834951456310676,0.003236245954692557,0.41818181818181815,0.18181818181818182,0.4,0.0,0.0,0.54125,0.19875,0.19125,0.015,0.05375
14000US17031832400,0.7329192546583851,0.055900621118012424,0.13291925465838508,0.02567287784679089,0.0525879917184265,0.7598274209012464,0.05896452540747843,0.09443911792905081,0.029721955896452542,0.05704697986577181,0.11206896551724138,0.0,0.8189655172413793,0.0,0.06896551724137931,0.8075117370892019,0.056338028169014086,0.13615023474178403,0.0,0.0,0.8398860398860399,0.05925925925925926,0.07635327635327635,0.002849002849002849,0.021652421652421653,0.353887399463807,0.08310991957104558,0.19302949061662197,0.15281501340482573,0.21715817694369974,0.8021547502448579,0.050930460333006855,0.12193927522037218,0.002448579823702253,0.022526934378060724
14000US17031832900,0.7169476486246673,0.07897071872227152,0.08961845607808341,0.022182786157941437,0.09228039041703638,0.6344370860927152,0.09403973509933775,0.10066225165562914,0.033112582781456956,0.13774834437086092,1.0,0.0,0.0,0.0,0.0,0.8621794871794872,0.057692307692307696,0.08012820512820513,0.0,0.0,0.6292134831460674,0.0997191011235955,0.0898876404494382,0.0351123595505618,0.14606741573033707,0.5081967213114754,0.29508196721311475,0.19672131147540983,0.0,0.0,0.7288930581613509,0.06660412757973734,0.08348968105065666,0.02345215759849906,0.0975609756097561
14000US17031840300,0.2707399103139013,0.35201793721973096,0.17040358744394618,0.02242152466367713,0.1844170403587444,0.2145922746781116,0.27896995708154504,0.3669527896995708,0.07510729613733906,0.06437768240343347,0.6464646464646465,0.0,0.35353535353535354,0.0,0.0,0.2616899097621001,0.4085315832649713,0.08039376538146022,0.004101722723543888,0.24528301886792453,0.4263157894736842,0.07894736842105263,0.35789473684210527,0.0,0.1368421052631579,0.1344364012409514,0.41675284384694933,0.2078593588417787,0.04136504653567735,0.19958634953464321,0.4320685434516524,0.27539779681762544,0.12607099143206854,0.0,0.1664626682986536
14000US17031838600,0.28893905191873587,0.3656884875846501,0.19187358916478556,0.0744920993227991,0.07900677200902935,0.0,1.0,0.0,0.0,0.0,0.27129337539432175,0.2618296529968454,0.26813880126182965,0.10410094637223975,0.0946372239747634,0.8936170212765957,0.0,0.0,0.0,0.10638297872340426,,,,,,0.0,1.0,0.0,0.0,0.0,0.3516483516483517,0.22802197802197802,0.23351648351648352,0.09065934065934066,0.09615384615384616
14000US17031839600,0.42027027027027025,0.25405405405405407,0.26756756756756755,0.016216216216216217,0.041891891891891894,0.3277310924369748,0.3697478991596639,0.3025210084033613,0.0,0.0,0.4241379310344828,0.23275862068965517,0.2689655172413793,0.020689655172413793,0.05344827586206897,0.6341463414634146,0.21951219512195122,0.14634146341463414,0.0,0.0,0.46987951807228917,0.21686746987951808,0.3132530120481928,0.0,0.0,0.38235294117647056,0.38235294117647056,0.23529411764705882,0.0,0.0,0.42410714285714285,0.24107142857142858,0.2708333333333333,0.017857142857142856,0.046130952380952384
14000US17031834900,0.31958762886597936,0.32989690721649484,0.08762886597938144,0.07731958762886598,0.18556701030927836,1.0,0.0,0.0,0.0,0.0,0.2542372881355932,0.3615819209039548,0.096045197740113,0.0847457627118644,0.2033898305084746,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.31958762886597936,0.32989690721649484,0.08762886597938144,0.07731958762886598,0.18556701030927836
14000US17031030603,0.433015873015873,0.2679365079365079,0.1511111111111111,0.02095238095238095,0.12698412698412698,0.5105672969966629,0.20912124582869857,0.15239154616240266,0.025583982202447165,0.10233592880978866,0.3878048780487805,0.5146341463414634,0.0,0.0,0.0975609756097561,0.24060150375939848,0.08646616541353383,0.37969924812030076,0.03759398496240601,0.2556390977443609,0.5445682451253482,0.16434540389972144,0.14763231197771587,0.03203342618384401,0.11142061281337047,0.31601731601731603,0.35064935064935066,0.2813852813852814,0.0,0.05194805194805195,0.453125,0.2537202380952381,0.12872023809523808,0.024553571428571428,0.13988095238095238
14000US17031832200,0.7620357634112792,0.0614397065566254,0.12563044475011462,0.014213663457129757,0.036680421824850984,0.7802991232594121,0.05673027333677153,0.14130995358432183,0.0,0.021660649819494584,0.0,0.0,0.0,0.4492753623188406,0.5507246376811594,0.861271676300578,0.13872832369942195,0.0,0.0,0.0,0.7990222705051603,0.02933188484519283,0.14883215643671918,0.0,0.022813688212927757,0.4666666666666667,0.5333333333333333,0.0,0.0,0.0,0.7838503200393895,0.026587887740029542,0.13490891186607581,0.015263417035942885,0.03938946331856229
14000US17031836700,0.43171806167400884,0.29955947136563876,0.09427312775330396,0.019383259911894272,0.15506607929515417,0.7566137566137566,0.14285714285714285,0.07936507936507936,0.0,0.021164021164021163,0.3807829181494662,0.3250296559905101,0.10083036773428232,0.02609727164887307,0.16725978647686832,0.2524271844660194,0.3786407766990291,0.06796116504854369,0.0,0.30097087378640774,0.6111111111111112,0.18055555555555555,0.20833333333333334,0.0,0.0,0.48638132295719844,0.27626459143968873,0.027237354085603113,0.0,0.21011673151750973,0.4157175398633257,0.30637813211845105,0.11389521640091116,0.025056947608200455,0.13895216400911162
14000US17031836800,0.19599109131403117,0.2717149220489978,0.4354120267260579,0.0,0.09688195991091314,0.6385542168674698,0.0,0.2289156626506024,0.0,0.13253012048192772,0.1382316313823163,0.3038605230386052,0.46326276463262767,0.0,0.09464508094645081,1.0,0.0,0.0,0.0,0.0,0.6385542168674698,0.0,0.2289156626506024,0.0,0.13253012048192772,,,,,,0.19599109131403117,0.2717149220489978,0.4354120267260579,0.0,0.09688195991091314
14000US17031836600,0.43900602409638556,0.14683734939759036,0.28313253012048195,0.07906626506024096,0.051957831325301206,0.5757180156657964,0.07180156657963446,0.2597911227154047,0.07702349869451697,0.015665796344647518,0.20642201834862386,0.24770642201834864,0.3394495412844037,0.08256880733944955,0.12385321100917432,0.2819767441860465,0.25,0.29941860465116277,0.08139534883720931,0.0872093023255814,0.7705627705627706,0.06277056277056277,0.1406926406926407,0.0,0.025974025974025976,0.25920245398773006,0.17177914110429449,0.3895705521472393,0.1334355828220859,0.046012269938650305,0.6124260355029586,0.1227810650887574,0.1804733727810651,0.026627218934911243,0.057692307692307696
14000US17031833000,0.6932880203908242,0.040498442367601244,0.23279524214103653,0.0,0.03341829510053809,0.6832236842105263,0.04703947368421053,0.23717105263157895,0.0,0.03256578947368421,0.6410256410256411,0.0,0.358974358974359,0.0,0.0,0.7914438502673797,0.0,0.15775401069518716,0.0,0.05080213903743316,0.6729972375690608,0.043853591160220994,0.24896408839779005,0.0,0.03418508287292818,0.7950310559006211,0.09937888198757763,0.10559006211180125,0.0,0.0,0.6884272997032641,0.03768545994065282,0.23887240356083086,0.0,0.035014836795252226
14000US17031842500,0.1321656050955414,0.35668789808917195,0.24363057324840764,0.0,0.267515923566879,,,,,,0.151183970856102,0.3151183970856102,0.22768670309653916,0.0,0.30601092896174864,0.0,0.6455696202531646,0.35443037974683544,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,0.14020270270270271,0.31756756756756754,0.25844594594594594,0.0,0.28378378378378377
