GEOID_Data,owner,renter,white_owner,white_renter,black_owner,black_renter,other_owner,other_renter,nhisp_white_owner,nhisp_white_renter,hisp_owner,hisp_renter,nhisp_owner,nhisp_renter
14000US17031070101,0.389142146705346,0.6108578532946539,0.38558909444985395,0.6144109055501461,0.0,1.0,0.4273255813953488,0.5726744186046512,0.39444444444444443,0.6055555555555555,0.15023474178403756,0.8497652582159625,0.4122727272727273,0.5877272727272728
14000US17031110501,0.6467817896389325,0.3532182103610675,0.7534545454545455,0.24654545454545454,0.06976744186046512,0.9302325581395349,0.5164835164835165,0.4835164835164835,0.7438811188811189,0.2561188811188811,0.6927710843373494,0.3072289156626506,0.6371120962634579,0.3628879037365421
14000US17031030104,0.4133738601823708,0.5866261398176292,0.4828125,0.5171875,0.421875,0.578125,0.254416961130742,0.7455830388692579,0.4696969696969697,0.5303030303030303,0.32926829268292684,0.6707317073170732,0.43013365735115433,0.5698663426488457
14000US17031081401,0.5076071922544951,0.49239280774550487,0.5718232044198895,0.4281767955801105,0.275,0.725,0.31875,0.68125,0.573170731707317,0.4268292682926829,0.5384615384615384,0.46153846153846156,0.5058479532163743,0.49415204678362573
14000US17031430102,0.17459660736450144,0.8254033926354986,0.6756756756756757,0.32432432432432434,0.16622807017543859,0.8337719298245614,0.18,0.82,0.5,0.5,0.28888888888888886,0.7111111111111111,0.1724283305227656,0.8275716694772344
14000US17031770902,0.6689419795221843,0.3310580204778157,0.6896035901271503,0.31039640987284967,,,0.453125,0.546875,0.6792890262751159,0.3207109737248841,0.7,0.3,0.6669090909090909,0.3330909090909091
14000US17031430101,0.15070093457943926,0.8492990654205608,0.0,1.0,0.14887126296522268,0.8511287370347773,0.2978723404255319,0.7021276595744681,0.0,1.0,0.0,1.0,0.15683890577507598,0.843161094224924
14000US17031252101,0.2782608695652174,0.7217391304347827,0.375,0.625,0.27596439169139464,0.7240356083086054,,,0.375,0.625,0.0,1.0,0.2917933130699088,0.7082066869300911
14000US17031010501,0.16974169741697417,0.8302583025830258,0.23744911804613297,0.762550881953867,0.030257186081694403,0.9697428139183056,0.14473684210526316,0.8552631578947368,0.24561403508771928,0.7543859649122807,0.0,1.0,0.18606741573033708,0.813932584269663
14000US17031020701,0.6916010498687664,0.3083989501312336,0.7266666666666667,0.2733333333333333,0.14285714285714285,0.8571428571428571,0.7433628318584071,0.25663716814159293,0.7371225577264654,0.26287744227353466,0.6710526315789473,0.32894736842105265,0.6938775510204082,0.30612244897959184
14000US17031010201,0.2726969292389853,0.7273030707610146,0.37894736842105264,0.6210526315789474,0.17015706806282724,0.8298429319371727,0.2676056338028169,0.7323943661971831,0.39762611275964393,0.6023738872403561,0.32305194805194803,0.676948051948052,0.2596638655462185,0.7403361344537815
14000US17031040900,0.3799638989169675,0.6200361010830325,0.3754863813229572,0.6245136186770428,0.0,1.0,0.5,0.5,0.38181818181818183,0.6181818181818182,0.25,0.75,0.38636363636363635,0.6136363636363636
14000US17031050200,0.6556195965417867,0.34438040345821325,0.6847475832438239,0.31525241675617616,0.0,1.0,0.5294117647058824,0.47058823529411764,0.6720526630760024,0.3279473369239976,0.7522123893805309,0.24778761061946902,0.6438577586206896,0.35614224137931033
14000US17031071700,0.5905511811023622,0.4094488188976378,0.5920303605313093,0.4079696394686907,0.37037037037037035,0.6296296296296297,0.7962962962962963,0.2037037037037037,0.609375,0.390625,0.0,1.0,0.6048387096774194,0.3951612903225806
14000US17031031800,0.4109452736318408,0.5890547263681593,0.39497041420118345,0.6050295857988166,0.3103448275862069,0.6896551724137931,0.45666666666666667,0.5433333333333333,0.41029900332225916,0.5897009966777409,0.3488372093023256,0.6511627906976745,0.4200913242009132,0.5799086757990868
14000US17031031700,0.4451219512195122,0.5548780487804879,0.5092265410286612,0.49077345897133884,0.10899182561307902,0.8910081743869209,0.3360655737704918,0.6639344262295082,0.5217216411906678,0.4782783588093323,0.176056338028169,0.823943661971831,0.4572976418100701,0.5427023581899298
14000US17031610400,0.2950530035335689,0.7049469964664311,0.5915492957746479,0.4084507042253521,0.0,1.0,0.12238805970149254,0.8776119402985074,0.5161290322580645,0.4838709677419355,0.2822429906542056,0.7177570093457943,0.5161290322580645,0.4838709677419355
14000US17031050600,0.48438893844781444,0.5156110615521855,0.4587426326129666,0.5412573673870335,1.0,0.0,0.7216494845360825,0.27835051546391754,0.4506172839506173,0.5493827160493827,0.7319587628865979,0.26804123711340205,0.4609375,0.5390625
14000US17031050500,0.6139240506329114,0.3860759493670886,0.5871190339275446,0.41288096607245545,,,0.7619047619047619,0.23809523809523808,0.5763546798029556,0.4236453201970443,0.48295454545454547,0.5170454545454546,0.6261980830670927,0.3738019169329074
14000US17031071600,0.6754966887417219,0.32450331125827814,0.6919275123558485,0.30807248764415157,0.22857142857142856,0.7714285714285715,0.9487179487179487,0.05128205128205128,0.6841216216216216,0.3158783783783784,0.825,0.175,0.6671328671328671,0.3328671328671329
14000US17031671400,0.7878228782287823,0.21217712177121772,0.0,1.0,0.706959706959707,0.29304029304029305,0.9915254237288136,0.00847457627118644,,,0.573170731707317,0.4268292682926829,0.8260869565217391,0.17391304347826086
14000US17031062300,0.6059654631083202,0.3940345368916798,0.595903165735568,0.40409683426443205,,,0.66,0.34,0.625,0.375,0.0,1.0,0.6433333333333333,0.3566666666666667
14000US17031630400,0.55078125,0.44921875,0.3879492600422833,0.6120507399577167,0.0,1.0,0.7673267326732673,0.23267326732673269,0.6942675159235668,0.3057324840764331,0.5457991156032849,0.4542008843967151,0.5885167464114832,0.41148325358851673
14000US17031010100,0.33513065118208213,0.6648693488179179,0.40034217279726264,0.5996578272027374,0.20868516284680338,0.7913148371531966,0.4043583535108959,0.5956416464891041,0.4181646168401135,0.5818353831598865,0.30346820809248554,0.6965317919075145,0.34043583535108957,0.6595641646489104
14000US17031680600,0.22811059907834103,0.771889400921659,0.0,1.0,0.23185011709601874,0.7681498829039812,,,0.0,1.0,,,0.22811059907834103,0.771889400921659
14000US17031030500,0.49139966273187186,0.5086003372681281,0.5,0.5,0.8111888111888111,0.1888111888111888,0.34649122807017546,0.6535087719298246,0.480355472404116,0.519644527595884,0.4637305699481865,0.5362694300518135,0.4955409073284219,0.5044590926715782
14000US17031020500,0.23148148148148148,0.7685185185185185,0.2819843342036554,0.7180156657963447,0.24380165289256198,0.756198347107438,0.1953125,0.8046875,0.2914485165794066,0.7085514834205934,0.24473684210526317,0.7552631578947369,0.22865168539325842,0.7713483146067416
14000US17031150200,0.5804371193120745,0.41956288068792547,0.6335030078667284,0.36649699213327164,0.4875,0.5125,0.38545454545454544,0.6145454545454545,0.6806398234969664,0.31936017650303367,0.44868035190615835,0.5513196480938416,0.6230440967283073,0.37695590327169276
14000US17031150300,0.5373525557011796,0.46264744429882043,0.5585207777354174,0.4414792222645825,1.0,0.0,0.35038363171355497,0.649616368286445,0.5356543624161074,0.46434563758389263,0.6420765027322405,0.35792349726775957,0.5230826507818317,0.4769173492181683
14000US17031140800,0.4288019362646228,0.5711980637353772,0.44882292732855683,0.5511770726714432,0.0,1.0,0.3712574850299401,0.6287425149700598,0.4902411021814007,0.5097588978185993,0.08581436077057793,0.9141856392294221,0.5314465408805031,0.46855345911949686
14000US17031231200,0.4,0.6,0.32947976878612717,0.6705202312138728,0.3927392739273927,0.6072607260726073,0.46408839779005523,0.5359116022099447,0.3584905660377358,0.6415094339622641,0.3647342995169082,0.6352657004830918,0.4089242053789731,0.5910757946210269
14000US17031231100,0.4975609756097561,0.5024390243902439,0.21739130434782608,0.782608695652174,0.5074626865671642,0.4925373134328358,0.5294117647058824,0.47058823529411764,0.21739130434782608,0.782608695652174,0.4418604651162791,0.5581395348837209,0.5231316725978647,0.47686832740213525
14000US17031242400,0.2762356127285037,0.7237643872714963,0.2891566265060241,0.7108433734939759,0.0,1.0,0.21052631578947367,0.7894736842105263,0.2767145135566188,0.7232854864433812,0.42528735632183906,0.5747126436781609,0.2669064748201439,0.7330935251798562
14000US17031242500,0.28255372945638435,0.7174462705436156,0.31464435146443515,0.6853556485355649,0.056818181818181816,0.9431818181818182,0.2890995260663507,0.7109004739336493,0.31508264462809915,0.6849173553719008,0.26541554959785524,0.7345844504021448,0.2878411910669975,0.7121588089330024
14000US17031120200,0.8049745618993782,0.1950254381006218,0.8128342245989305,0.18716577540106952,0.0,1.0,0.7732342007434945,0.22676579925650558,0.8242766407904023,0.17572335920959775,0.5076923076923077,0.49230769230769234,0.8285539963392312,0.17144600366076876
14000US17031120300,0.9657320872274143,0.03426791277258567,0.9600544711756696,0.03994552882433046,,,1.0,0.0,0.9569260890846794,0.043073910915320604,1.0,0.0,0.9628691983122363,0.03713080168776371
14000US17031120400,0.8541157294213529,0.1458842705786471,0.8807134894091416,0.11928651059085842,,,0.7818181818181819,0.21818181818181817,0.8765281173594132,0.1234718826405868,0.7959183673469388,0.20408163265306123,0.8651794374393792,0.13482056256062075
14000US17031231500,0.298278268962308,0.701721731037692,0.7021276595744681,0.2978723404255319,0.2467455621301775,0.7532544378698225,0.4328767123287671,0.5671232876712329,1.0,0.0,0.45852534562211983,0.5414746543778802,0.2577259475218659,0.7422740524781342
14000US17031071100,0.48125,0.51875,0.44865403788634095,0.551345962113659,0.0,1.0,0.8018018018018018,0.1981981981981982,0.46803900325027087,0.5319609967497292,0.3473684210526316,0.6526315789473685,0.49365853658536585,0.5063414634146342
14000US17031071000,0.47600391772771794,0.5239960822722821,0.47724867724867726,0.5227513227513227,0.14583333333333334,0.8541666666666666,1.0,0.0,0.4813233724653148,0.5186766275346851,0.0,1.0,0.4797630799605133,0.5202369200394866
14000US17031071200,0.5753968253968254,0.4246031746031746,0.5767386091127098,0.42326139088729015,0.0,1.0,0.6556291390728477,0.3443708609271523,0.5982142857142857,0.4017857142857143,0.4,0.6,0.5990990990990991,0.4009009009009009
14000US17031071300,0.5116822429906542,0.4883177570093458,0.5553121577217963,0.44468784227820374,0.0,1.0,0.28125,0.71875,0.5576062639821029,0.4423937360178971,0.4473684210526316,0.5526315789473685,0.5128449096098954,0.4871550903901047
14000US17031110300,0.8633608815426997,0.13663911845730028,0.8667642752562226,0.13323572474377746,1.0,0.0,0.8486238532110092,0.15137614678899083,0.8762458471760798,0.12375415282392027,0.8694516971279374,0.13054830287206268,0.861731843575419,0.138268156424581
14000US17031220300,0.4994475138121547,0.5005524861878453,0.48201438848920863,0.5179856115107914,0.6060606060606061,0.3939393939393939,0.5480225988700564,0.4519774011299435,0.4405144694533762,0.5594855305466238,0.6981132075471698,0.3018867924528302,0.4571045576407507,0.5428954423592494
14000US17031220400,0.40811258278145696,0.5918874172185431,0.40847983453981385,0.5915201654601862,,,0.4066390041493776,0.5933609958506224,0.45323741007194246,0.5467625899280576,0.109375,0.890625,0.4884453781512605,0.5115546218487395
