GEOID_Data,below_45000,45000_to_100000,above_100000,white_below_45000,white_45000_to_100000,white_above_100000,black_below_45000,black_45000_to_100000,black_above_100000,other_below_45000,other_45000_to_100000,other_above_100000,nhisp_white_below_45000,nhisp_white_45000_to_100000,nhisp_white_above_100000,hisp_below_45000,hisp_45000_to_100000,hisp_above_100000,nhisp_below_45000,nhisp_45000_to_100000,nhisp_above_100000
14000US17031710300,0.4117647058823529,0.4174573055028463,0.17077798861480076,,,,0.4436936936936937,0.3536036036036036,0.20270270270270271,0.24096385542168675,0.7590361445783133,0.0,,,,0.3103448275862069,0.6896551724137931,0.0,0.41767068273092367,0.40160642570281124,0.18072289156626506
14000US17031831100,0.2942718083114938,0.262822912766754,0.44290527892175213,0.23102866779089376,0.2641933670601461,0.5047779651489601,1.0,0.0,0.0,0.3633004926108374,0.2857142857142857,0.35098522167487683,0.10650887573964497,0.28920118343195267,0.6042899408284024,0.4519927536231884,0.2817028985507246,0.266304347826087,0.18315252074026803,0.24952137843012126,0.5673261008296108
14000US17031831500,0.31176470588235294,0.46176470588235297,0.22647058823529412,0.2916666666666667,0.4050925925925926,0.30324074074074076,0.1390728476821192,0.7483443708609272,0.11258278145695365,0.43768115942028984,0.4782608695652174,0.08405797101449275,0.2928082191780822,0.4229452054794521,0.2842465753424658,0.36661211129296234,0.4386252045826514,0.19476268412438624,0.26702269692923897,0.48064085447263016,0.2523364485981308
14000US17031831600,0.46010321556173084,0.333465660976578,0.20643112346169115,0.41821112006446415,0.3690572119258662,0.2127316680096696,0.5379310344827586,0.3839080459770115,0.07816091954022988,0.4816132858837485,0.25504151838671413,0.26334519572953735,0.4322396576319544,0.43651925820256776,0.1312410841654779,0.4740853658536585,0.27972560975609756,0.2461890243902439,0.44490472245236123,0.39188069594034797,0.1632145816072908
14000US17031831200,0.4807692307692308,0.3403846153846154,0.17884615384615385,0.4765751211631664,0.3602584814216478,0.1631663974151858,0.5324675324675324,0.38961038961038963,0.07792207792207792,0.47395171537484115,0.31512071156289706,0.21092757306226176,0.24183006535947713,0.4444444444444444,0.3137254901960784,0.5231010180109632,0.3054032889584965,0.17149569303054032,0.28975265017667845,0.49823321554770317,0.21201413427561838
14000US17031831000,0.05689488910318226,0.2227579556412729,0.7203471552555448,0.06008146639511202,0.20977596741344195,0.730142566191446,0.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.05027322404371585,0.18688524590163935,0.7628415300546448,0.19402985074626866,0.5223880597014925,0.2835820895522388,0.04742268041237113,0.2020618556701031,0.7505154639175258
14000US17031843000,0.7886100386100386,0.17857142857142858,0.032818532818532815,0.0,1.0,0.0,0.8145563310069791,0.15154536390827517,0.03389830508474576,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8001958863858962,0.1665034280117532,0.03330068560235064
14000US17031843100,0.5704225352112676,0.25821596244131456,0.17136150234741784,0.4230769230769231,0.3717948717948718,0.20512820512820512,0.6407766990291263,0.17475728155339806,0.18446601941747573,0.3076923076923077,0.6923076923076923,0.0,0.27419354838709675,0.46774193548387094,0.25806451612903225,0.37209302325581395,0.627906976744186,0.0,0.5926892950391645,0.21671018276762402,0.1906005221932115
14000US17031842900,0.5864714086471409,0.24686192468619247,0.16666666666666666,0.24331550802139038,0.5668449197860963,0.18983957219251338,0.8290993071593533,0.10623556581986143,0.06466512702078522,0.16494845360824742,0.25773195876288657,0.5773195876288659,0.22465753424657534,0.5808219178082191,0.19452054794520549,0.08181818181818182,0.0,0.9181818181818182,0.6283987915407855,0.2673716012084592,0.1042296072507553
14000US17031843500,0.5301724137931034,0.4051724137931034,0.06465517241379311,0.6568627450980392,0.19607843137254902,0.14705882352941177,1.0,0.0,0.0,0.3392857142857143,0.6607142857142857,0.0,,,,0.49065420560747663,0.4392523364485981,0.07009345794392523,1.0,0.0,0.0
14000US17031842000,0.28212290502793297,0.20670391061452514,0.5111731843575419,0.21951219512195122,0.024390243902439025,0.7560975609756098,0.21397379912663755,0.21397379912663755,0.5720524017467249,0.48863636363636365,0.2727272727272727,0.23863636363636365,0.2727272727272727,0.030303030303030304,0.696969696969697,0.3333333333333333,0.0,0.6666666666666666,0.28034682080924855,0.2138728323699422,0.5057803468208093
14000US17031832400,0.1542056074766355,0.2409879839786382,0.6048064085447263,0.12383177570093458,0.25,0.6261682242990654,0.0,0.34782608695652173,0.6521739130434783,0.3769633507853403,0.16753926701570682,0.45549738219895286,0.08449396471680594,0.24512534818941503,0.6703806870937791,0.4666666666666667,0.22333333333333333,0.31,0.07595993322203673,0.24540901502504173,0.6786310517529215
14000US17031832900,0.3183791606367583,0.3314037626628075,0.35021707670043417,0.2577565632458234,0.4105011933174224,0.3317422434367542,0.0,0.0,1.0,0.46473029045643155,0.23651452282157676,0.2987551867219917,0.2647058823529412,0.3946078431372549,0.34068627450980393,0.0,1.0,0.0,0.3323262839879154,0.3021148036253776,0.36555891238670696
14000US17031840300,0.2841932841932842,0.4594594594594595,0.25634725634725636,0.3116883116883117,0.4623376623376623,0.22597402597402597,0.3,0.1125,0.5875,0.26851851851851855,0.4947089947089947,0.23677248677248677,0.3018867924528302,0.38207547169811323,0.3160377358490566,0.26272912423625255,0.46435845213849286,0.2729124236252546,0.29863013698630136,0.45616438356164385,0.2452054794520548
14000US17031838600,0.7939778129952456,0.17432646592709986,0.03169572107765452,1.0,0.0,0.0,0.7373737373737373,0.2222222222222222,0.04040404040404041,1.0,0.0,0.0,,,,1.0,0.0,0.0,0.7519083969465649,0.2099236641221374,0.03816793893129771
14000US17031839600,0.40928725701943847,0.43952483801295894,0.1511879049676026,0.0,0.4125,0.5875,0.45607701564380265,0.4500601684717208,0.09386281588447654,0.0,0.0,1.0,0.0,0.4,0.6,0.0,0.3333333333333333,0.6666666666666666,0.41878453038674035,0.4419889502762431,0.13922651933701657
14000US17031834900,0.8293515358361775,0.17064846416382254,0.0,,,,0.8402154398563735,0.15978456014362658,0.0,0.6206896551724138,0.3793103448275862,0.0,,,,,,,0.8293515358361775,0.17064846416382254,0.0
14000US17031030603,0.4985855728429986,0.32956152758132956,0.17185289957567185,0.4206257242178447,0.35341830822711473,0.22595596755504055,0.5811209439528023,0.30678466076696165,0.11209439528023599,0.6839622641509434,0.2688679245283019,0.04716981132075472,0.39330543933054396,0.3403068340306834,0.26638772663877264,0.6020942408376964,0.3769633507853403,0.020942408376963352,0.48242027800490594,0.3221586263286999,0.19542109566639412
14000US17031832200,0.14929388029589777,0.21452589105581707,0.6361802286482852,0.14211309523809523,0.22916666666666666,0.6287202380952381,1.0,0.0,0.0,0.0,0.09821428571428571,0.9017857142857143,0.1411671924290221,0.21687697160883282,0.6419558359621451,0.1411764705882353,0.38823529411764707,0.47058823529411764,0.14978601997146934,0.20399429386590584,0.6462196861626248
14000US17031836700,0.5193945127719962,0.4096499526963103,0.07095553453169347,0.4825174825174825,0.3356643356643357,0.18181818181818182,0.5056461731493099,0.465495608531995,0.028858218318695106,0.6581196581196581,0.11965811965811966,0.2222222222222222,0.4230769230769231,0.24358974358974358,0.3333333333333333,0.5159817351598174,0.365296803652968,0.1187214611872146,0.5202863961813843,0.4212410501193317,0.05847255369928401
14000US17031836800,0.8774834437086093,0.09823399558498896,0.024282560706401765,0.26785714285714285,0.3392857142857143,0.39285714285714285,0.9176470588235294,0.08235294117647059,0.0,,,,0.26785714285714285,0.3392857142857143,0.39285714285714285,,,,0.8774834437086093,0.09823399558498896,0.024282560706401765
14000US17031836600,0.2629310344827586,0.3900862068965517,0.34698275862068967,0.14595660749506903,0.46548323471400394,0.388560157790927,0.5412844036697247,0.25229357798165136,0.20642201834862386,0.2561576354679803,0.3497536945812808,0.39408866995073893,0.04460966542750929,0.37174721189591076,0.5836431226765799,0.28602620087336245,0.4519650655021834,0.26200873362445415,0.2404255319148936,0.32978723404255317,0.4297872340425532
14000US17031833000,0.214939582570487,0.07762724276821677,0.7074331746612962,0.11854512797485406,0.09519533004041311,0.7862595419847328,0.8421052631578947,0.0,0.15789473684210525,0.568733153638814,0.0,0.431266846361186,0.08399440037330845,0.09892673821745217,0.8170788614092394,1.0,0.0,0.0,0.19002644503211183,0.08009066868152626,0.7298828862863619
14000US17031842500,0.8071348940914158,0.13600891861761427,0.056856187290969896,,,,0.8195402298850575,0.14022988505747128,0.040229885057471264,0.4074074074074074,0.0,0.5925925925925926,,,,,,,0.8071348940914158,0.13600891861761427,0.056856187290969896
14000US17031841800,0.49557522123893805,0.38827433628318586,0.1161504424778761,0.6896551724137931,0.0,0.3103448275862069,0.5182389937106918,0.3610062893081761,0.12075471698113208,0.2,0.8,0.0,0.6896551724137931,0.0,0.3103448275862069,0.5333333333333333,0.4666666666666667,0.0,0.494279176201373,0.38558352402745993,0.12013729977116705
14000US17031980100,,,,,,,,,,,,,,,,,,,,,
14000US17031842800,0.5239334027055151,0.38241415192507805,0.09365244536940687,0.532043530834341,0.3264812575574365,0.1414752116082225,,,,0.5178082191780822,0.4246575342465753,0.057534246575342465,0.46503496503496505,0.44755244755244755,0.08741258741258741,0.547478716437459,0.3700065487884741,0.0825147347740668,0.43291139240506327,0.43037974683544306,0.13670886075949368
14000US17031843800,0.625,0.20454545454545456,0.17045454545454544,0.4666666666666667,0.40444444444444444,0.1288888888888889,0.7440476190476191,0.11607142857142858,0.13988095238095238,0.5944055944055944,0.0979020979020979,0.3076923076923077,0.546875,0.3020833333333333,0.15104166666666666,0.13392857142857142,0.4732142857142857,0.39285714285714285,0.7179054054054054,0.15371621621621623,0.12837837837837837
