GEOID_Data,less_high_school,high_school,college,bachelor_higher,white_less_high_school,white_high_school,white_college,white_bachelor_higher,black_less_high_school,black_high_school,black_college,black_bachelor_higher,other_less_high_school,other_high_school,other_college,other_bachelor_higher,nhisp_white_less_high_school,nhisp_white_high_school,nhisp_white_college,nhisp_white_bachelor_higher,hisp_less_high_school,hisp_high_school,hisp_college,hisp_bachelor_higher,nhisp_less_high_school,nhisp_high_school,nhisp_college,nhisp_bachelor_higher
14000US17031020901,0.21726336439431093,0.20868072584600295,0.213339872486513,0.36071603727317314,0.22743682310469315,0.15282791817087846,0.18351383874849578,0.4362214199759326,0.08550573514077164,0.2721584984358707,0.25443169968717416,0.38790406673618355,0.29238160603980784,0.2306108442004118,0.22031571722717913,0.25669183253260125,0.045004500450045004,0.1404140414041404,0.20522052205220523,0.6093609360936093,0.47654584221748403,0.23880597014925373,0.21748400852878466,0.06716417910447761,0.13980891719745223,0.1996815286624204,0.21210191082802549,0.4484076433121019
14000US17031010202,0.18778696051423324,0.19834710743801653,0.2502295684113866,0.36363636363636365,0.11318553092182031,0.2742123687281214,0.20186697782963828,0.41073512252042005,0.12239221140472879,0.14325452016689846,0.38803894297635605,0.3463143254520167,0.37209302325581395,0.15614617940199335,0.15448504983388706,0.31727574750830567,0.08544726301735647,0.27102803738317754,0.20694259012016022,0.43658210947930576,0.5097613882863341,0.24078091106290672,0.16268980477223427,0.08676789587852494,0.10133954571927781,0.18695398951659872,0.27373325567850904,0.43797320908561443
14000US17031570100,0.3093167701863354,0.3341614906832298,0.22111801242236026,0.13540372670807455,0.18586387434554974,0.4816753926701571,0.28272251308900526,0.049738219895287955,,,,,0.42080378250591016,0.20094562647754138,0.16548463356973994,0.2127659574468085,0.10869565217391304,0.6014492753623188,0.2536231884057971,0.036231884057971016,0.3462214411247803,0.28998242530755713,0.23198594024604569,0.13181019332161686,0.22033898305084745,0.4406779661016949,0.19491525423728814,0.1440677966101695
14000US17031570200,0.21727748691099477,0.4397905759162304,0.12172774869109948,0.2212041884816754,0.20597014925373133,0.4134328358208955,0.14626865671641792,0.23432835820895523,,,,,0.2261072261072261,0.4603729603729604,0.10256410256410256,0.21095571095571095,0.062111801242236024,0.5372670807453416,0.12111801242236025,0.2795031055900621,0.2822966507177033,0.4200956937799043,0.1291866028708134,0.16842105263157894,0.07660455486542443,0.4824016563146998,0.10559006211180125,0.33540372670807456
14000US17031570300,0.23701657458563535,0.46519337016574586,0.1814917127071823,0.11629834254143646,0.17018072289156627,0.5190763052208835,0.178714859437751,0.1320281124497992,0.4074074074074074,0.018518518518518517,0.3333333333333333,0.24074074074074073,0.31575603557814486,0.41232528589580686,0.1797966963151207,0.09212198221092757,0.06845637583892618,0.5718120805369128,0.18791946308724833,0.17181208053691274,0.2781019058732011,0.4500194476857254,0.18747569039284326,0.08440295604823025,0.1363203050524309,0.5023832221163013,0.16682554814108674,0.19447092469018112
14000US17031570400,0.3148148148148148,0.49242424242424243,0.15404040404040403,0.03872053872053872,0.2772413793103448,0.43586206896551727,0.23310344827586207,0.05379310344827586,1.0,0.0,0.0,0.0,0.3722943722943723,0.5822510822510822,0.030303030303030304,0.015151515151515152,0.2318840579710145,0.32971014492753625,0.322463768115942,0.11594202898550725,0.33521444695259595,0.5496613995485328,0.09932279909706546,0.01580135440180587,0.25496688741721857,0.32450331125827814,0.31456953642384106,0.10596026490066225
14000US17031570500,0.2979616306954436,0.3908872901678657,0.22661870503597123,0.08453237410071943,0.1920152091254753,0.41064638783269963,0.29182509505703425,0.10551330798479087,,,,,0.4788961038961039,0.35714285714285715,0.11525974025974026,0.048701298701298704,0.2136150234741784,0.3192488262910798,0.38028169014084506,0.08685446009389672,0.33882149046793764,0.40294627383015597,0.18717504332755633,0.07105719237435008,0.20622568093385213,0.3638132295719844,0.3151750972762646,0.11478599221789883
14000US17031690400,0.15581643543223053,0.17716115261472787,0.343649946638207,0.3233724653148346,,,,,0.15792320173066524,0.1795565170362358,0.3347755543537047,0.32774472687939427,0.0,0.0,1.0,0.0,,,,,0.0,0.0,1.0,0.0,0.15631691648822268,0.1777301927194861,0.341541755888651,0.32441113490364026
14000US17031691300,0.0891891891891892,0.29405405405405405,0.3891891891891892,0.22756756756756757,0.0,0.0,1.0,0.0,0.09939759036144578,0.2921686746987952,0.3825301204819277,0.22590361445783133,0.0,0.4244604316546763,0.2446043165467626,0.33093525179856115,,,,,0.0,0.4338235294117647,0.5661764705882353,0.0,0.09626604434072346,0.2829638273045508,0.3751458576429405,0.2456242707117853
14000US17031691400,0.04521739130434783,0.20927536231884059,0.48231884057971014,0.26318840579710145,,,,,0.03510971786833856,0.18808777429467086,0.5197492163009404,0.25705329153605017,0.16923076923076924,0.46923076923076923,0.023076923076923078,0.3384615384615385,,,,,0.23684210526315788,0.7631578947368421,0.0,0.0,0.04090100770598696,0.1967990515708358,0.49318316538233553,0.2691167753408417
14000US17031691500,0.1404541631623213,0.3776282590412111,0.29184188393608074,0.1900756938603869,0.0,0.5,0.25862068965517243,0.2413793103448276,0.14884135472370766,0.37344028520499106,0.2887700534759358,0.1889483065953654,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.5,0.25862068965517243,0.2413793103448276,0.21212121212121213,0.5454545454545454,0.24242424242424243,0.0,0.1384083044982699,0.3728373702422145,0.29325259515570934,0.19550173010380623
14000US17031320400,0.008021390374331552,0.0,0.049019607843137254,0.9429590017825312,0.011583011583011582,0.0,0.04504504504504504,0.9433719433719434,0.0,0.0,0.0,1.0,0.0,0.0,0.06451612903225806,0.9354838709677419,0.011920529801324504,0.0,0.046357615894039736,0.9417218543046357,0.0,0.0,0.08064516129032258,0.9193548387096774,0.008490566037735849,0.0,0.04716981132075472,0.9443396226415094
